NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,PLANETDISCMETH,DATE,MASS
NN Ser d,0.642621,3.70596,2605,0.05,152,2458029,9.5,Horner 2012,http://adsabs.harvard.edu/abs/2012MNRAS.425..749H,Beuermann 2010,http://adsabs.harvard.edu/abs/2010A%26A...521L..60B,,Timing,2010,0.642621
Kepler-79 b,,0.114456,13.485,0.015,191.31,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,0.316,Timing,2013,0.0343
NN Ser c,2.24099,6.15467,5571,0.22,39,2453155,26.3,Horner 2012,http://adsabs.harvard.edu/abs/2012MNRAS.425..749H,Beuermann 2010,http://adsabs.harvard.edu/abs/2010A%26A...521L..60B,,Timing,2010,2.24099
PSR B1257+12 B,,0.321369,66.5419,0.0186,250.4,2449768.1,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1992,http://adsabs.harvard.edu//abs/1992Natur.355..145W,,Timing,1992,0.0135305
Kepler-87 b,,0.477022,114.73635,0.036,238.6,2456193.705981,,Ofir 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,1.21,Timing,2013,1.02004
PSR B1257+12 C,,0.416595,98.2114,0.0252,108.3,2449766.5,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1994,http://adsabs.harvard.edu//abs/1994Sci...264..538W,,Timing,1994,0.0122719
PSR B1257+12 A,,0.168494,25.262,0,90,2449765.1,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1992,http://adsabs.harvard.edu//abs/1992Natur.355..145W,,Timing,1992,0.0000629267
Kepler-79 c,,0.183622,27.402,0.03,227.73,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,0.339,Timing,2013,0.0186
Kepler-87 c,,0.67057,191.2318,0.039,223.2,2456193.705981,,Ofir 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,0.549,Timing,2013,0.0201366
Kepler-46 c,,0.280101,57.011,0.0146,298,2455053.2826,,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,,Timing,2012,0.376
Kepler-107 d,,0.0780099,7.958203,,90,2454970.79968,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.095459,Transit,2014,0.00371234
Kepler-427 b,0.310432,0.091351,10.290994,0,90,2454970.02207,29.8,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,1.23,Transit,2010,0.29
WASP-14 b,7.65457,0.0367693,2.243752,0.091,253.371,2454462.3304,993,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,1.281,Transit,2009,7.69234
Kepler-50 b,,0.0825598,7.8125124,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.196096,Transit,2011,0.0164915
Kepler-20 b,0.0266149,0.0453704,3.6961219,0,79.2157,2454966.34,3.72,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.170247,Transit,2011,0.0266646
HAT-P-27 b,0.615135,0.0399488,3.039577,0,90,2455407.9088,91.2,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Anderson 2011,http://adsabs.harvard.edu/abs/2011PASP..123..555A,1.02,Transit,2011,0.617485
Kepler-181 b,,0.0419466,3.137873,,90,2454966.5556199998,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.113302,Transit,2014,0.00674351
Kepler-207 b,,0.0269045,1.611865,,90,2454966.57041,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.140066,Transit,2014,0.0117295
Kepler-11 c,,0.106909,13.0241,0.0256125,51.3402,2455582.016,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0.255816,Transit,2011,0.00912437
WASP-21 b,0.300201,0.0521087,4.322482,0,90,2454743.0419,37.2,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,1.07,Transit,2010,0.300272
Kepler-284 c,,0.219317,37.514456,,90,2455022.30068,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.232849,Transit,2014,0.0210192
Kepler-186 c,,0.0574114,7.267302,0.03,270,2455003.681,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,0.111418,Transit,2014,0.00636705
Kepler-239 b,,0.101225,11.763051,,90,2455013.93614,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.207869,Transit,2014,0.0177874
Kepler-174 b,,0.113583,13.98179,,90,2455014.97351,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.174859,Transit,2014,0.014454
Kepler-440 b,,0.353207,101.11141,0,90,2455756.2986,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.165939,Transit,2010,0.0136945
Kepler-224 d,,0.0988375,11.349393,,90,2454967.31602,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.205192,Transit,2014,0.0174811
Kepler-389 c,,0.116434,14.51143,,90,2454976.86026,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.130252,Transit,2014,0.0107805
Kepler-254 c,,0.104915,12.412183,,90,2454975.53938,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.19181,Transit,2014,0.0160511
Kepler-236 c,,0.162691,23.968127,,90,2455019.2169,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.178428,Transit,2014,0.0147725
WASP-25 b,0.578118,0.0473714,3.764825,0,90,2455274.99649,75.5,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,1.22,Transit,2011,0.57847
Kepler-186 d,,0.0860831,13.342996,0.03,270,2455003.233,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,0.12479,Transit,2014,0.00934866
Kepler-359 c,,0.292189,57.68802,,90,2454972.94136,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.38362,Transit,2014,0.0607789
Kepler-211 c,,0.0649112,6.04045,,90,2455005.59435,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.115086,Transit,2014,0.00711292
Kepler-294 c,,0.0690438,6.6264,,90,2455016.98818,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.24177,Transit,2014,0.0223552
Kepler-263 c,,0.256083,47.332773,,90,2454984.4095,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.220359,Transit,2014,0.019315
Kepler-349 b,,0.0641159,5.929778,,90,2454968.49118,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.169507,Transit,2014,0.0139923
Kepler-361 b,,0.081426,8.486616,,90,2454971.01734,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.12936,Transit,2014,0.010538
Kepler-318 c,,0.101523,11.815007,,90,2454966.08965,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.328308,Transit,2014,0.0419521
Kepler-372 b,,0.0705863,6.849692,,90,2454967.68069,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.121331,Transit,2014,0.00850717
Kepler-197 e,,0.168262,25.209715,,90,2454987.41342,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0811848,Transit,2014,0.00208313
Kepler-405 c,,0.187804,29.726682,,90,2456560.20398,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.415737,Transit,2014,0.071727
Kepler-104 d,,0.271796,51.755394,,90,2455104.08611,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.319386,Transit,2014,0.0392746
Kepler-26 d,,0.0454914,3.543919,,90,2454969.25903,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.095459,Transit,2014,0.00371234
Kepler-159 b,,0.0916828,10.139623,,90,2455011.44948,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.212329,Transit,2014,0.0183139
Kepler-32 f,,0.0130732,0.74296,0,90,2454965.54,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,0.0730903,Transit,2012,0.00143611
WASP-103 b,1.48481,0.0198682,0.925542,0,90,2456459.59957,271,Gillon 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.2784G,Gillon 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.2784G,1.528,Transit,2014,1.48791
Kepler-221 e,,0.136253,18.369917,,90,2454964.86048,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.234633,Transit,2014,0.0212781
Kepler-256 c,,0.0441473,3.38802,,90,2455003.53221,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.19181,Transit,2014,0.0160511
Kepler-276 b,,0.114376,14.12841,,90,2454975.89515,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.256044,Transit,2014,0.0247188
Kepler-264 c,,0.52792,140.101261,,90,2455049.22078,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.252476,Transit,2014,0.0241007
Kepler-143 b,,0.124306,16.007583,,90,2454975.63677,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.215006,Transit,2014,0.0186399
Kepler-189 c,,0.144846,20.134866,,90,2455004.36552,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.212329,Transit,2014,0.0183139
Kepler-62 b,,0.0552794,5.714932,0.0707107,278.13,2455001.21,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.116766,Transit,2011,0
Kepler-281 b,,0.117153,14.646008,,90,2454969.51691,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.251584,Transit,2014,0.0239491
Kepler-196 c,,0.256426,47.427737,,90,2455049.55425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.199839,Transit,2014,0.0168894
Kepler-238 c,,0.0657332,6.155557,,90,2454967.82322,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.213222,Transit,2014,0.0184218
Kepler-49 c,,0.07889,10.9129343,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.227293,Transit,2011,0.0202381
Kepler-55 c,,0.202122,42.1516418,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.196987,Transit,2013,0.016585
WASP-19 b,1.11405,0.0163152,0.78884,0.0046,3,2455168.771,257,Hellier 2011,http://adsabs.harvard.edu/abs/2011ApJ...730L..31H,Hebb 2010,http://adsabs.harvard.edu/abs/2010ApJ...708..224H,1.386,Transit,2010,1.13339
Kepler-310 d,,0.401368,92.876125,,90,2454978.92567,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.220359,Transit,2014,0.019315
Kepler-204 c,,0.170262,25.660593,,90,2454988.15165,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.159693,Transit,2014,0.0131908
Kepler-26 b,,0.0902469,12.282356,0,90,2454978.8321,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.320884,Transit,2011,0.0397121
Kepler-374 c,,0.0432285,3.282807,,90,2454964.89972,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0981354,Transit,2014,0.00409374
Kepler-395 b,,0.0719854,7.054346,,90,2454969.19136,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0918904,Transit,2014,0.00324127
Kepler-80 e,,0.0544864,4.645387,,90,2454967.58736,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.146311,Transit,2014,0.0121773
Kepler-83 d,,0.0585134,5.169796,,90,2455005.631,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.173075,Transit,2014,0.014298
Kepler-167 b,,0.0524957,4.393147,,90,2455005.86732,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.12936,Transit,2014,0.010538
Kepler-295 d,,0.204929,33.884054,,90,2454993.00625,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.121331,Transit,2014,0.00850717
Kepler-337 b,,0.043316,3.292781,,90,2454966.00966,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.13739,Transit,2014,0.0115417
Kepler-226 d,,0.0789926,8.109044,,90,2454965.80333,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.108841,Transit,2014,0.00587447
Kepler-386 b,,0.104341,12.31043,,90,2454974.86305,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.124008,Transit,2014,0.00915403
Kepler-363 c,,0.0752686,7.542427,,90,2454965.95422,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.150772,Transit,2014,0.0125062
Kepler-24 d,,0.0513038,4.244384,,90,2454970.06411,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.148987,Transit,2014,0.0123736
Kepler-402 c,,0.0655142,6.124821,,90,2454967.936,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.139174,Transit,2014,0.0116666
WASP-18 b,10.0636,0.0201401,0.9414529,0.00848,267.9,2454664.429,1818.3,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H,1.267,Transit,2009,10.2006
CoRoT-6 b,2.95325,0.0854177,8.886593,0,90,2454595.6144,280,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,1.166,Transit,2010,2.95364
Kepler-127 c,,0.186396,29.393195,,90,2455042.06708,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.237309,Transit,2014,0.0216742
Kepler-203 c,,0.0600193,5.370647,,90,2455005.23697,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.220359,Transit,2014,0.019315
Kepler-202 b,,0.0498841,4.069427,,90,2455004.01577,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.145419,Transit,2014,0.0121124
KELT-2 A b,1.52019,0.0549707,4.1137912,0,90,2455974.60335,161.1,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,1.286,Transit,2012,1.52064
Kepler-10 b,0.0142142,0.0167573,0.837495,0,90,2454964.57375,3.3,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,0.126327,Transit,2011,0.0142824
Kepler-208 e,,0.125606,16.259458,,90,2454945.01425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.132037,Transit,2014,0.0112762
Kepler-270 c,,0.168498,25.262887,,90,2454967.21176,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.157909,Transit,2014,0.0130508
Kepler-225 c,,0.138343,18.794234,,90,2455010.7935,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.164154,Transit,2014,0.0135483
Kepler-150 d,,0.105752,12.56093,,90,2454999.79588,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.248907,Transit,2014,0.0235009
Kepler-405 b,,0.0945195,10.613839,,90,2455196.7367599998,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.185565,Transit,2014,0.015437
Kepler-208 b,,0.0511769,4.22864,,90,2455003.74197,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.145419,Transit,2014,0.0121124
Kepler-325 d,,0.223972,38.715185,,90,2454967.0309,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.248907,Transit,2014,0.0235009
Kepler-340 c,,0.157474,22.824669,,90,2454977.46616,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.300651,Transit,2014,0.0341953
Kepler-257 b,,0.0349126,2.382667,,90,2455003.6633,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.232849,Transit,2014,0.0210192
WASP-10 b,3.19034,0.0384536,3.0927616,0.0507142,153.283,2454664.537,520.1,Johnson 2009,http://adsabs.harvard.edu/abs/2009ApJ...692L.100J,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C,1.08,Transit,2009,3.19144
WASP-17 b,0.507667,0.0499354,3.735433,0,90,2454559.18096,59.2,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A,1.932,Transit,2010,0.508547
HAT-P-17 b,0.530106,0.0882385,10.338523,0.346,201,2454792.87,58.4,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,1.01,Transit,2012,0.530158
Kepler-162 b,,0.0710671,6.919798,,90,2454967.11914,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.11241,Transit,2014,0.00656354
Kepler-293 c,,0.280136,54.155743,,90,2455005.36515,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.34169,Transit,2014,0.0463015
Kepler-424 b,1.03429,0.0436419,3.3118644,0.002,,2454964.7427,140,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,0.89,Transit,2014,0.770225
Kepler-262 c,,0.152976,21.853722,,90,2454977.31467,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.146311,Transit,2014,0.0121773
WASP-75 b,1.06236,0.0375112,2.484193,0,90,2456016.2669,146,Gomez 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.6532G,Gomez 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.6532G,1.27,Transit,2013,1.07
Kepler-222 b,,0.0487958,3.936981,,90,2455002.65076,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.281916,Transit,2014,0.0297967
Kepler-334 b,,0.0607596,5.470319,,90,2454964.49467,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0999197,Transit,2014,0.00436179
Kepler-327 c,,0.0588339,5.212333,,90,2454965.70664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0918904,Transit,2014,0.00324127
Kepler-57 c,,0.0942979,11.6092567,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.138158,Transit,2013,0.0115953
Kepler-172 c,,0.0673847,6.388996,,90,2455008.47434,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.255152,Transit,2014,0.0245625
WASP-70 A b,0.589331,0.0485382,3.7130203,0,90,2455736.50348,72.3,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,1.164,Transit,2014,0.590076
Kepler-400 c,,0.131115,17.340824,,90,2454971.96655,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.132929,Transit,2014,0.0115291
Kepler-220 e,,0.250899,45.902733,,90,2454999.56251,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.118655,Transit,2014,0.00789025
WASP-57 b,0.675475,0.0386362,2.838971,0,90,2455717.87811,100,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,0.916,Transit,2013,0.675887
HAT-P-37 b,1.1719,0.0379273,2.79736,0.058,164,2455642.67,177.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,1.178,Transit,2012,1.17362
Kepler-198 c,,0.264081,49.567416,,90,2455002.54001,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.220359,Transit,2014,0.019315
